ProductGroupID,ProductGroupName,ProductGroupNameENG,ProductGroupStatus
E030006,ปากกาตัวซี,Zipper,Active
E030007,กล่องจับชิ้นงาน,"Workpiece Holder",Active
E031001,ชุดดูดลูกปืน,"Bearing Kit",Active
E031002,"เหล็กดูด 2 ขา","2-Leg Suction Cup",Active
E031003,"เหล็กดูด 3 ขา","3-Leg Suction Cup",Active
E031004,"เหล็กดูดลูกปืน Cr-V","Cr-V Ball Bearing",Active
E032001,ตัวดูดแม่เหล็ก,"Magnetic Holder",Active
E032002,ถาดแม่เหล็ก,"Magnetic Tray",Active
E032003,"อุปกรณ์เพิ่ม / ลดแรงดึงดูด","Gravity Booster",Active
E033001,ไฟฉายled,"Led Flashlight",Active
E033002,ไฟฉายอลูมิเนียม,"Flashlight Aluminum",Active
F001001,"ก๊อกลมบอลวาว์ล ทองเหลือง 1/4""","Brass Ball Valve, Brass 1/4 """,Active
F002001,ข้อต่อ,Joint,Active
F002002,"ข้อต่อ แบบกลม","Round Connectors",Active
F002003,"ข้อต่อ แบบแถว",Joints,Active
F002004,"คอปเปอร์ (พ่วง)","Copper (Trailer)",Active
F002005,"คอปเปอร์ One Touch","Copper One Touch",Active
F002006,"คอปเปอร์ ตัวผู้",Copperhead,Active
F002007,"คอปเปอร์ ตัวเมีย","Copper Female",Active
F003001,ปั๊มลม,"Air Compressor",Active
F004001,เครื่องขัดกระดาษทรายลม,Sandpaper,Active
F004002,เครื่องขันสกรูลม,Windscrew,Active
F004003,เครื่องยิงบ๊อกลม,Shooter,Active
F004004,"เครื่องยิงบ๊อกลม Steeler",Steeler,Active
F004005,เจียรลม,Grinding,Active
F004006,ด้ามฟรีลม,"Freehand Windshield",Active
F004007,สว่านลม,"Wind Drill",Active
F005001,เครื่องถอนตะปู,"Nail Remover",Active
F005002,เครื่องยิงตะปู,"Nail Gun",Active
F005003,เครื่องยิงตะปูเข็ม,Shotgun,Active
F005004,เครื่องยิงตะปูคอนกรีต-ทะลุเหล็ก,"Nail Machine - Penetrating Steel",Active
F005005,เครื่องยิงตะปูม้วน,"Nail Gun",Active
F005006,เครื่องยิงลวด,"Wire Shot Machine",Active
F006001,ตะปูขาเดี่ยว,"Single Nail",Active
F006002,ตะปูคอนกรีตขาเดี่ยว,"Nail Concrete Single Leg",Active
F006003,ตะปูคอนกรีต-เหล็ก,"Concrete Nails - Steel",Active
F006004,ลวดเย็บขาคู่,"Double Stitch",Active
F006005,ตะปูขาคู่,"Double Screw",Active
F007001,เกจ์วัดลม,"Wind Gauge",Active
F007002,ปืนฉีดลม,"Spray Gun",Active
F007003,"ปืนฉีดลม Netto",Netto,Active
F007004,"ปืนฉีดลม ทรงญี่ปุ่น","Japanese Injector",Active
F007005,"หัวเติมลม Netto",Netto,Active
F007006,"ปืนฉีดลม Texas Bull","Air Blow Gun Texas Bull",Active
F007007,"หัวเติมลม Texas Bull","Tire Air Chuck Texas Bull",Active
F008001,รอกสปริงแบบสายปลั๊กไฟ,"Spring Jacket",Active
F008002,รอกสปริงแบบสายลม,"Spring Blower",Active
F008003,"รอกสปริงแบบสายลม / น้ำ","Spring / Wind Springs",Active
F008004,"รอกสปริงสายลม Asgard","Asgard Wind Spring",Active
F009001,สปริงบาลาซเซอร์,"Spring Balazer",Active
F010001,"สายลม Pu ขดสปริง","Pu Coil Springs",Active
F010002,"สายลม Pu ถัก เยอรมัน","Pu Knit German Wind",Active
F010003,"สายลม Pu เยอรมัน","German Pu Wind",Active
F010004,"สายลม Pu","Pu Wind",Active
F010005,สายลมpuขดสปริง,"Pu Coil Springs",Active
F010006,"สายลม Pu สายตรง","Straight Line Pu Cable",Active
F011001,อุปกรณ์เสริมเครื่องยิงตะปู,"Nail Gun Accessories",Active
G001001,กรวยจราจร,"Traffic Cone",Active
G001002,"กรวยจราจร รุ่นทับไม่แตก","Traffic Cone, Unbreakable",Active
G001003,ป้ายเสียบ,"Pin Plug",Active
G001004,ไฟจราจร,"Traffic Light Baton",Active
G002001,กระจกโค้ง,"Curved Glass",Active
G003001,เข็มขัดนิรภัย,"Safety Belt",Active
G003002,เข็มขัดพยุงหลัง,"Back Support Belt",Active
G004001,ถุงมือ,Glove,Active
G005001,รองเท้านิรภัย,"Safety Shoes",Active
G005002,รองเท้านิรภัยป้องกันความเย็น,"Safety Shoes",Active
G005003,รองเท้านิรภัยหัวเหล็ก,"Steel Head Safety Helmet",Active
G005004,รองเท้าบู๊ท,Boots,Active
G005005,รองเท้าเปิดส้น,"Open Heel Shoes",Active
G005006,รองเท้ายาง,"Rubber Boots",Active
G005007,รองเท้าหุ้มข้อ,"Ankle Sneakers",Active
G005008,"รองเท้าหุ้มข้อ ติดแถบเวลโคล่","Ankle Sneakers Welcome",Active
G005009,"รองเท้าหุ้มข้อ ลิ้นปิด","Gloves Closed",Active
G005010,"รองเท้าหุ้มข้อ หนังเรียบ","Shoe Cushion",Active
G005011,"รองเท้าหุ้มข้อ หนังลาย","Shoe Cover",Active
G005012,รองเท้าหุ้มส้น,Shoes,Active
G005013,"รองเท้าหุ้มส้น หนังแท้","Shoe Leather",Active
G005014,"รองเท้าหุ้มส้น หนังลาย","Leather Shoes",Active
G006001,แว่นครอบตา,Eyewear,Active
G006002,แว่นตานิรภัย,"Safety Glasses",Active
G007001,แถบสะท้อนแสง,"Reflective Strip",Active
G007002,เสื้อจราจร,"Traffic Shirt",Active
G008001,หน้ากาก,Mask,Active
G009001,กระจกอ๊อก,"Welding Glass",Active
G009002,หน้ากากเชื่อม,"Welding Mask",Active
G010001,รองในหมวก,"Secondary In The Hat",Active
G010002,สายรัดคาง,Chinstrap,Active
G010003,หมวกปรับเลื่อน,"Adjustable Scooter",Active
G010004,หมวกปรับหมุน,"Rotation Cap",Active
G010005,หมวกหนังท้องล้วน,Hats,Active
G011001,เทปกาว,"Sticky Tape",Active
G011002,ยูโรเทป,"Euro Tapes",Active
G011003,สติกเกอร์,Sticker,Active
G012001,ที่ครอบหู,"Ear Cushion",Active
G012002,ที่อุดหูลดเสียง,"Ear Plugs",Active
G012003,ปลั๊กอุดหู,"Ear Plugs",Active
G012004,ปลั๊กอุดหูลดเสียง,"Ear Plugs Reduce Noise.",Active
H001001,กรรไกรจีน,"Chinese Scissors",Active
H002001,"กรรไกรตัด / เล็มกิ่ง","Pruning Snip",Active
H002002,กรรไกรตัดกิ่ง,"Pruning Shear",Active
H002003,กรรไกรตัดกิ่ง-ด้ามพลาสติก,"Pruning Shear, Plastic Handle",Active
H002004,"กรรไกรตัดกิ่ง-ด้ามไม้ / เหล็ก","Pruning Shear, Wood Handle / Steel",Active
H002005,กรรไกรตัดกิ่ง-ด้ามเหล็ก,"Pruning Shear, Steel Handle",Active
H002006,กรรไกรตัดกิ่ง-ด้ามอลูมิเนียม,"Pruning Shear, Aluminum Handle",Active
H002007,กรรไกรตัดกิ่งผลไม้,"Fruit Cutting Pruning Shear",Active
H002008,กรรไกรตัดกิ่งไม้ใหญ่,Lopper,Active
H003001,กรรไกรตัดหญ้าด้ามไฟเบอร์,"Grass Cutter, Fiberglass Handle",Active
H003002,กรรไกรตัดหญ้าด้ามไม้,"Grass Cutter, Wooden Handle",Active
H003003,กรรไกรตัดหญ้าด้ามอลูมิเนียม,"Grass Cutter, Aluminum Handle",Active
H004001,"เครื่องมือทำสวน (ชุด)","Gardening Tools (Set)",Active
H005001,"ใบเลื่อยคันธนู Matsumoto","Saw Blade Bows Matsumoto",Active
H005002,"ใบเลื่อยคันธนู Piranha","Band Saw Band Piranha",Active
H006001,โครงเลื่อยคันธนู,"Saw Blade",Active
H006002,"โครงเลื่อยคันธนู Matsumoto","Bowls Matsumoto",Active
H006003,"โครงเลื่อยคันธนู รุ่น Pirainha","Pirainha Band Saws",Active
H006004,"โครงเลื่อยคันธนู รุ่นประหยัด","Cutting Band Saw",Active
H006005,โครงเลื่อยคันธนูทรงอิตาลี,"Italy Bow",Active
H006006,โครงเลื่อยต่อด้าม,"Sawing Frame",Active
H006007,เลื่อยโค้งตัดกิ่ง,"Saw Blade",Active
H006008,เลื่อยพูลซอ,Saws,Active
H008001,ข้อต่อก็อกน้ำ,"TAP ADAPTOR",Active
H008002,ข้อต่อสวมก็อกน้ำ,"MULTI TAP ADAPTOR",Active
H008003,วาล์วก็อกน้ำ,"VALVE CONNECTOR WITH TAP ADAPTOR",Active
H008004,ข้อต่อสายยาง,"HOSE CONNECTOR",Active
H008005,หัวฉีดน้ำ,"ADJUSTABLE  NOZZLE",Active
H008006,ชุดปืนฉีดน้ำ,"WATER PISTOL AND  HOSE CONNECTOR",Active
H008007,สปริงเกอร์,SPRINGKLER,Active
H009001,เลื่อยโซ่ยนต์,Chainsaw,Active
H010001,เครื่องปั่นไฟเบนซิน,"Gasoline Generator",Active
H010002,เครื่องกำเนิดไฟฟ้า,"Power Generator",Active
H010003,เครื่องปั่นไฟดีเซล,"Diesel Generator",Active
H011001,เครื่องยนต์เบนซิน,"Gasoline Engine",Active
H012001,เครื่องตัดหญ้า,"Brush Cutter",Active
I001001,กาวซิลิโคน,"Silicone Adhesive",Active
I001002,"กาวแทนตะปู Sunnic","Nail Glue SUNNIC",Active
I001003,กาวแท่ง,"Glue Stick",Active
I001004,กาวพัทที่,Adhesive,Active
I001005,กาวร้อน,"Hot Glue",Active
I001006,กาวอีพ็อกซี่,"Epoxy Adhesives",Active
I002001,กาวล็อคเกลียว,"Threadlocking Screws",Active
I002002,น้ำยาตรึงเพลา,Stacker,Active
I003001,"Fix All","Fix All",Active
I003002,กาวตะปู,"Nail Glue",Active
I003003,"ซิลิโคน ชนิดเป็นกลาง","Silicone Type",Active
I003004,"ซิลิโคน ชนิดมีกรด","Acidic Acid",Active
I003005,พียูโฟม,"Pu Foam",Active
I003006,โพลียูริเทน,Polyurethane,Active
I003007,อะคริลิค,Acrylic,Active
I003008,กาวตะปู,"CONSTRUCTION ADHESIVE",Active
I003009,น้ำมันอเนกประสงค์,"PK-40 MULTI-PURPOSE PENETRANT & LUBRICANT SPRAY",Active
I004001,เทปกาวไจแอ้นท์แรป,"Adhesive Tape Giant Wap",Active
J001001,เครื่องตัดหญ้า,"Brush Cutter",Active
K001001,เซิร์ฟสเก็ตบอร์ด,SurfSkate,Active
K002001,เครื่องเขียน,Stationery,Active
K003001,เครื่องครัวของใช้ในบ้าน,"Kitchenware and household items",Active
L001001,ปั้มน้ำหอยโข่ง,"Centrifugal Water Pump",Active
L002001,ปั๊มเครื่องยนต์เบนซิน,"Gasoline Engine Water Pump",Active
L003001,ปั๊มแช่ดูดน้ำดี,"Submersible Clean Water Pump",Active
L003002,ปั๊มแช่ดูดน้ำเสีย,"Submersible Sewage Pump",Active
L004001,ปั๊มแช่ดูดน้ำดี,"Submersible Clean Water Pump",Active
L005001,ปั๊มอินเวอร์เตอร์,"Inverter Water Pump",Active
L006001,ปั๊มแช่ดูดน้ำดี,"Submersible Clean Water Pump",Active
L006002,ปั้มน้ำหอยโข่ง,"Centrifugal Water Pump",Active
T001001,บรรจุภัณฑ์,Packaging,Active
U001001,"Customer Brand","Customer Brand",Active
U002001,"แบตเตอรี่ 21 โวลต์","21V Battery",Active
V001001,วัตถุดิบ,Material,Active
W001001,พรีเมี่ยมและของแถม,"Premium Product & Free Products",Active
X001001,หมายเหตุ,Remark,Active
Y001001,อื่นๆ,Other,Active
Z001001,อะไหล่,"Part of Tools",Active
